Step,Activity,Dampening,CurrentCalcium,TargetCalcium,SynapticInput,BackgroundInput,GrownAxons,ConnectedAxons,GrownDendrites,ConnectedDendrites
1,-61.996,-11.9391,0.0037,0.7,0.0,4.0132,0.0,0.0,0.0,0.0
2,-62.6352,-11.7861,0.0088,0.7,0.0,4.0118,0.0,0.0,0.0,0.0
3,-62.3717,-11.771,0.0138,0.7,0.0,4.0368,0.0,0.0,0.0,0.0
4,-62.2185,-11.8531,0.0187,0.7,0.0,4.0721,0.0,0.0,0.0,0.0
5,-62.352,-11.8568,0.0236,0.7,0.0,3.9912,0.0,0.0,0.0,0.0
6,-62.1986,-11.8536,0.0284,0.7,0.0,4.0368,0.0,0.0,0.0,0.0
7,-62.1654,-11.8774,0.0332,0.7,0.0,4.0265,0.0,0.0,0.0,0.0
8,-62.4127,-11.8179,0.0381,0.7,0.0,4.0412,0.0,0.0,0.0,0.0
9,-62.0001,-11.8267,0.0427,0.7,0.0,3.9794,0.0,0.0,0.0,0.0
10,-61.4494,-11.89,0.0473,0.7,0.0,3.9529,0.0,0.0,0.0,0.0
11,-62.522,-11.788,0.0521,0.7,0.0,3.9485,0.0,0.0,0.0,0.0
12,-62.131,-11.8215,0.0566,0.7,0.0,3.9824,0.0,0.0,0.0,0.0
13,-61.5983,-11.8323,0.0611,0.7,0.0,4.0309,0.0,0.0,0.0,0.0
14,-62.4765,-11.8932,0.0656,0.7,0.0,4.0088,0.0,0.0,0.0,0.0
15,-62.1566,-11.802,0.07,0.7,0.0,4.0353,0.0,0.0,0.0,0.0
16,-61.9399,-11.902,0.0744,0.7,0.0,3.9794,0.0,0.0,0.0,0.0
17,-62.9498,-11.817,0.0787,0.7,0.0,4.0574,0.0,0.0,0.0,0.0
18,-62.0567,-11.8064,0.083,0.7,0.0,3.9426,0.0,0.0,0.0,0.0
19,-62.4099,-11.8806,0.0872,0.7,0.0,3.9941,0.0,0.0,0.0,0.0
20,-61.6019,-11.882,0.0914,0.7,0.0,4.0088,0.0,0.0,0.0,0.0
21,-61.6341,-11.8539,0.0956,0.7,0.0,3.9868,0.0,0.0,0.0,0.0
22,-61.503,-11.8774,0.0998,0.7,0.0,4.0265,0.0,0.0,0.0,0.0
23,-62.2101,-11.8241,0.1039,0.7,0.0,3.9735,0.0,0.0,0.0,0.0
24,-62.2854,-11.7216,0.108,0.7,0.0,3.9779,0.0,0.0,0.0,0.0
25,-62.5732,-11.878,0.1119,0.7,0.0,3.9456,0.0,0.0,0.0,0.0
26,-62.4218,-11.8406,0.116,0.7,0.0,3.9485,0.0,0.0,0.0,0.0
27,-62.0222,-11.9345,0.1199,0.7,0.0,4.0015,0.0,0.0,0.0015,0.0
28,-62.5861,-11.9137,0.1238,0.7,0.0,4.0588,0.0,0.0,0.0015,0.0
29,-62.8501,-11.8181,0.1276,0.7,0.0,3.9691,0.0,0.0,0.0029,0.0
30,-62.5646,-11.832,0.1314,0.7,0.0,4.0176,0.0,0.0,0.0044,0.0
31,-61.9654,-11.8616,0.1352,0.7,0.0,3.9338,0.0,0.0,0.0059,0.0
32,-62.0445,-11.848,0.1389,0.7,0.0,4.0515,0.0,0.0,0.0074,0.0
33,-62.2111,-11.8353,0.1426,0.7,0.0,4.0,0.0,0.0,0.0088,0.0
34,-62.5251,-11.8475,0.1464,0.7,0.0,4.0485,0.0,0.0,0.0103,0.0
35,-62.3121,-11.8805,0.15,0.7,0.0,3.9941,0.0,0.0,0.0132,0.0
36,-62.2304,-11.8939,0.1536,0.7,0.0,4.0176,0.0,0.0,0.0147,0.0
37,-62.3338,-11.8485,0.1572,0.7,0.0,3.9868,0.0,0.0,0.0176,0.0
38,-61.9799,-11.8423,0.1607,0.7,0.0,3.9838,0.0,0.0,0.0206,0.0
39,-62.3584,-11.8275,0.1642,0.7,0.0,4.0647,0.0,0.0,0.0221,0.0
40,-62.3075,-11.8202,0.1676,0.7,0.0,3.9632,0.0,0.0,0.025,0.0
41,-61.9805,-11.8654,0.171,0.7,0.0,3.9206,0.0,0.0,0.0294,0.0
42,-61.9087,-11.8019,0.1744,0.7,0.0,3.9721,0.0,0.0,0.0324,0.0
43,-62.2525,-11.8226,0.1778,0.7,0.0,3.9882,0.0,0.0,0.0353,0.0
44,-62.6435,-11.8675,0.1811,0.7,0.0,3.9706,0.0,0.0,0.0397,0.0
45,-63.1139,-11.85,0.1844,0.7,0.0,3.9882,0.0,0.0,0.0426,0.0
46,-62.8241,-11.8326,0.1877,0.7,0.0,4.0074,0.0,0.0,0.0471,0.0
47,-62.1756,-11.7736,0.191,0.7,0.0,3.9985,0.0,0.0,0.0515,0.0
48,-61.5775,-11.7905,0.1942,0.7,0.0,4.0515,0.0,0.0,0.0544,0.0
49,-62.2319,-11.8096,0.1974,0.7,0.0,3.9897,0.0,0.0,0.0588,0.0
50,-61.6952,-11.8565,0.2004,0.7,0.0,4.0176,0.0,0.0,0.0632,0.0
51,-61.8136,-11.8144,0.2035,0.7,0.0,4.0235,0.0,0.0,0.0691,0.0
52,-62.9354,-11.8161,0.2066,0.7,0.0,4.0338,0.0,0.0,0.0735,0.0
53,-61.5883,-11.8397,0.2096,0.7,0.0,4.0588,0.0,0.0,0.0779,0.0
54,-62.1792,-11.8644,0.2126,0.7,0.0,4.0294,0.0,0.0,0.0838,0.0
55,-61.7767,-11.89,0.2155,0.7,0.0,4.0265,0.0,0.0,0.0882,0.0
56,-62.2786,-11.8651,0.2185,0.7,0.0,4.0162,0.0,0.0,0.0941,0.0
57,-62.5724,-11.8452,0.2214,0.7,0.0,3.9985,0.0,0.0,0.1,0.0
58,-62.6722,-11.8026,0.2243,0.7,0.0,4.0162,0.0,0.0,0.1044,0.0
59,-62.1117,-11.8954,0.2271,0.7,0.0,4.0368,0.0,0.0,0.1103,0.0
60,-61.5565,-11.8392,0.2299,0.7,0.0,4.0,0.0,0.0,0.1162,0.0
61,-62.1955,-11.8445,0.2328,0.7,0.0,3.9721,0.0,0.0,0.1221,0.0
62,-62.1039,-11.8486,0.2355,0.7,0.0,3.9941,0.0,0.0,0.1279,0.0
63,-62.2004,-11.7588,0.2383,0.7,0.0,3.9868,0.0,0.0,0.1353,0.0
64,-61.8642,-11.8162,0.241,0.7,0.0,4.0309,0.0,0.0,0.1412,0.0
65,-62.2443,-11.7912,0.2437,0.7,0.0,4.0103,0.0,0.0,0.1471,0.0
66,-62.0682,-11.8643,0.2464,0.7,0.0,3.9956,0.0,0.0,0.1544,0.0
67,-62.2483,-11.7965,0.249,0.7,0.0,3.9618,0.0,0.0,0.1603,0.0
68,-62.3257,-11.9203,0.2516,0.7,0.0,4.0059,0.0,0.0,0.1676,0.0
69,-61.9275,-11.8839,0.2542,0.7,0.0,4.0588,0.0,0.0,0.1735,0.0
70,-61.8314,-11.8519,0.2568,0.7,0.0,4.0176,0.0,0.0,0.1809,0.0
71,-62.5376,-11.7945,0.2593,0.7,0.0,3.9691,0.0,0.0,0.1882,0.0
72,-62.365,-11.8381,0.2618,0.7,0.0,3.9515,0.0,0.0,0.1956,0.0
73,-62.7978,-11.8042,0.2643,0.7,0.0,4.0176,0.0,0.0,0.2029,0.0
74,-61.8715,-11.795,0.2668,0.7,0.0,4.0118,0.0,0.0,0.2103,0.0
75,-62.4718,-11.8825,0.2692,0.7,0.0,4.0588,0.0,0.0,0.2176,0.0
76,-62.7979,-11.8179,0.2717,0.7,0.0,4.0088,0.0,0.0,0.225,0.0
77,-62.0049,-11.8634,0.2741,0.7,0.0,4.0088,0.0,0.0,0.2324,0.0
78,-62.8063,-11.7956,0.2765,0.7,0.0,3.8632,0.0,0.0,0.2397,0.0
79,-62.9161,-11.8981,0.2788,0.7,0.0,3.975,0.0,0.0,0.2471,0.0
80,-61.284,-11.8358,0.2811,0.7,0.0,3.9706,0.0,0.0,0.2559,0.0
81,-62.3045,-11.8678,0.2834,0.7,0.0,4.025,0.0,0.0,0.2632,0.0
82,-62.4213,-11.8608,0.2856,0.7,0.0,3.9926,0.0,0.0,0.2706,0.0
83,-62.6068,-11.8402,0.2879,0.7,0.0,3.9603,0.0,0.0,0.2794,0.0
84,-62.3977,-11.8174,0.2901,0.7,0.0,3.875,0.0,0.0,0.2868,0.0
85,-62.5037,-11.8628,0.2923,0.7,0.0,4.0265,0.0,0.0,0.2956,0.0
86,-62.3441,-11.8742,0.2945,0.7,0.0,4.0618,0.0,0.0,0.3044,0.0
87,-62.6793,-11.8014,0.2967,0.7,0.0,3.9971,0.0,0.0,0.3118,0.0
88,-61.9552,-11.8189,0.2988,0.7,0.0,3.9265,0.0,0.0,0.3206,0.0
89,-62.5036,-11.8392,0.301,0.7,0.0,3.925,0.0,0.0,0.3294,0.0
90,-62.4495,-11.7902,0.303,0.7,0.0,4.0191,0.0,0.0,0.3368,0.0
91,-62.7143,-11.8274,0.3051,0.7,0.0,3.9691,0.0,0.0,0.3456,0.0
92,-62.4435,-11.7996,0.3071,0.7,0.0,3.9853,0.0,0.0,0.3544,0.0
93,-62.4055,-11.8189,0.3091,0.7,0.0,3.9721,0.0,0.0,0.3632,0.0
94,-62.1902,-11.8962,0.3111,0.7,0.0,4.0176,0.0,0.0,0.3721,0.0
95,-62.3967,-11.8067,0.3131,0.7,0.0,4.0,0.0,0.0,0.3809,0.0
96,-62.5369,-11.8289,0.3151,0.7,0.0,4.0,0.0,0.0,0.3897,0.0
97,-62.0358,-11.7897,0.3171,0.7,0.0,3.9324,0.0,0.0,0.3985,0.0
98,-61.9039,-11.8441,0.3189,0.7,0.0,3.9382,0.0,0.0,0.4074,0.0
99,-61.8026,-11.8278,0.3209,0.7,0.0,4.0294,0.0,0.0,0.4162,0.0
100,-61.8543,-11.849,0.3228,0.7,0.0,3.9691,0.0,0.0,0.425,0.0
101,-62.1887,-11.8441,0.3247,0.7,0.0,4.0618,0.0,0.0,0.4353,0.0
102,-62.9127,-11.8318,0.3265,0.7,0.0,3.975,0.0,0.0,0.4441,0.0
103,-62.3062,-11.8784,0.3283,0.7,0.0,4.0838,0.0,0.0,0.4529,0.0
104,-62.2551,-11.8144,0.3301,0.7,0.0,4.0162,0.0,0.0,0.4618,0.0
105,-62.203,-11.8474,0.3319,0.7,0.0,3.9706,0.0,0.0,0.4721,0.0
106,-61.9852,-11.89,0.3337,0.7,0.0,4.0632,0.0,0.0,0.4809,0.0
107,-62.6537,-11.8103,0.3355,0.7,0.0,3.9838,0.0,0.0,0.4897,0.0
108,-62.506,-11.8761,0.3373,0.7,0.0,3.9941,0.0,0.0,0.5,0.0
109,-61.9406,-11.8249,0.339,0.7,0.0,4.0471,0.0,0.0,0.5088,0.0
110,-62.4022,-11.8068,0.3407,0.7,0.0,4.0074,0.0,0.0,0.5176,0.0
111,-62.3441,-11.8872,0.3423,0.7,0.0,3.9456,0.0,0.0,0.5279,0.0
112,-62.2339,-11.8071,0.3441,0.7,0.0,3.9882,0.0,0.0,0.5368,0.0
113,-62.3435,-11.7518,0.3458,0.7,0.0,3.9971,0.0,0.0,0.5471,0.0
114,-62.3571,-11.8416,0.3474,0.7,0.0,4.075,0.0,0.0,0.5559,0.0
115,-61.7109,-11.8515,0.3489,0.7,0.0,3.9956,0.0,0.0,0.5662,0.0
116,-62.8023,-11.8247,0.3506,0.7,0.0,3.9118,0.0,0.0,0.575,0.0
117,-61.8364,-11.7729,0.3521,0.7,0.0,4.0118,0.0,0.0,0.5853,0.0
118,-62.2401,-11.8346,0.3537,0.7,0.0,3.9956,0.0,0.0,0.5941,0.0
119,-62.4943,-11.8269,0.3553,0.7,0.0,4.0471,0.0,0.0,0.6044,0.0
120,-62.8395,-11.7941,0.3569,0.7,0.0,4.0382,0.0,0.0,0.6132,0.0
121,-61.5854,-11.8095,0.3584,0.7,0.0,4.075,0.0,0.0,0.6235,0.0
122,-62.471,-11.7973,0.36,0.7,0.0,3.9706,0.0,0.0,0.6338,0.0
123,-62.3965,-11.8245,0.3615,0.7,0.0,4.0191,0.0,0.0,0.6426,0.0
124,-62.0972,-11.8232,0.3629,0.7,0.0,4.0103,0.0,0.0,0.6529,0.0
125,-62.4812,-11.8804,0.3644,0.7,0.0,3.9529,0.0,0.0,0.6618,0.0
126,-62.2252,-11.8171,0.3658,0.7,0.0,3.9647,0.0,0.0,0.6721,0.0
127,-62.606,-11.8431,0.3673,0.7,0.0,3.9706,0.0,0.0,0.6824,0.0
128,-62.421,-11.7765,0.3687,0.7,0.0,4.0103,0.0,0.0,0.6912,0.0
129,-62.1637,-11.8142,0.3702,0.7,0.0,4.0176,0.0,0.0,0.7015,0.0
130,-62.1463,-11.7852,0.3716,0.7,0.0,4.0132,0.0,0.0,0.7118,0.0
131,-62.403,-11.744,0.373,0.7,0.0,4.0412,0.0,0.0,0.7221,0.0
132,-62.8614,-11.821,0.3744,0.7,0.0,3.9985,0.0,0.0,0.7309,0.0
133,-61.7036,-11.8481,0.3757,0.7,0.0,4.0059,0.0,0.0,0.7412,0.0
134,-62.4595,-11.8046,0.3771,0.7,0.0,3.9824,0.0,0.0,0.7515,0.0
135,-61.961,-11.8972,0.3784,0.7,0.0,3.9956,0.0,0.0,0.7603,0.0
136,-61.927,-11.8081,0.3798,0.7,0.0,4.0191,0.0,0.0,0.7706,0.0
137,-62.2252,-11.8444,0.3812,0.7,0.0,4.0544,0.0,0.0,0.7809,0.0
138,-61.8654,-11.82,0.3825,0.7,0.0,4.0294,0.0,0.0,0.7912,0.0
139,-61.7384,-11.8425,0.3838,0.7,0.0,3.9941,0.0,0.0,0.8,0.0
140,-62.7849,-11.7617,0.385,0.7,0.0,4.0471,0.0,0.0,0.8103,0.0
141,-62.3674,-11.8307,0.3863,0.7,0.0,4.0015,0.0,0.0,0.8206,0.0
142,-62.7379,-11.836,0.3875,0.7,0.0,4.0456,0.0,0.0,0.8309,0.0
143,-62.7183,-11.7255,0.3889,0.7,0.0,3.9985,0.0,0.0,0.8412,0.0
144,-62.0556,-11.8404,0.39,0.7,0.0,4.0794,0.0,0.0,0.85,0.0
145,-62.4063,-11.832,0.3913,0.7,0.0,4.0147,0.0,0.0,0.8603,0.0
146,-61.6082,-11.8347,0.3924,0.7,0.0,3.975,0.0,0.0,0.8706,0.0
147,-62.1652,-11.8885,0.3936,0.7,0.0,4.0426,0.0,0.0,0.8809,0.0
148,-61.6621,-11.8419,0.3948,0.7,0.0,3.9588,0.0,0.0,0.8912,0.0
149,-62.0655,-11.8915,0.3959,0.7,0.0,3.9485,0.0,0.0,0.9,0.0
150,-62.1746,-11.8856,0.3971,0.7,0.0,3.9853,0.0,0.0,0.9103,0.0
151,-61.5191,-11.8999,0.3982,0.7,0.0,4.0147,0.0,0.0,0.9206,0.0
152,-61.2764,-11.8797,0.3993,0.7,0.0,3.9853,0.0,0.0,0.9309,0.0
153,-62.7074,-11.879,0.4005,0.7,0.0,3.9735,0.0,0.0,0.9397,0.0
154,-62.2171,-11.8097,0.4017,0.7,0.0,3.9471,0.0,0.0,0.95,0.0
155,-62.1006,-11.8819,0.4027,0.7,0.0,4.0147,0.0,0.0,0.9603,0.0
156,-62.6539,-11.8552,0.4039,0.7,0.0,3.9735,0.0015,0.0,0.9706,0.0
157,-62.2451,-11.9178,0.4049,0.7,0.0,3.9618,0.0015,0.0,0.9809,0.0
158,-61.5938,-11.9195,0.406,0.7,0.0,4.0441,0.0015,0.0,0.9897,0.0
159,-62.7058,-11.7927,0.4071,0.7,0.0,3.9647,0.0029,0.0,1.0,0.0
160,-61.8105,-11.8671,0.4081,0.7,0.0,4.0368,0.0029,0.0,1.0103,0.0
161,-62.4261,-11.8001,0.4091,0.7,0.0,4.0397,0.0044,0.0,1.0206,0.0
162,-62.1499,-11.8504,0.4101,0.7,0.0,3.9956,0.0044,0.0,1.0309,0.0
163,-62.3032,-11.8191,0.4112,0.7,0.0,4.0338,0.0059,0.0,1.0397,0.0
164,-62.8981,-11.744,0.4122,0.7,0.0,3.9632,0.0059,0.0,1.05,0.0
165,-62.1063,-11.7792,0.4132,0.7,0.0,4.0279,0.0074,0.0,1.0603,0.0
166,-62.049,-11.8703,0.4141,0.7,0.0,4.05,0.0088,0.0,1.0706,0.0
167,-62.21,-11.9349,0.415,0.7,0.0,3.9868,0.0103,0.0,1.0809,0.0
168,-61.8128,-11.8357,0.416,0.7,0.0,4.0471,0.0118,0.0,1.0897,0.0
169,-61.6476,-11.8678,0.417,0.7,0.0,3.9074,0.0132,0.0,1.1,0.0
170,-61.3268,-11.8362,0.4179,0.7,0.0,4.0412,0.0147,0.0,1.1103,0.0
171,-61.9364,-11.8045,0.4189,0.7,0.0,3.9294,0.0162,0.0,1.1206,0.0
172,-62.5419,-11.84,0.4199,0.7,0.0,4.0544,0.0176,0.0,1.1294,0.0
173,-62.4067,-11.7836,0.4208,0.7,0.0,4.0118,0.0191,0.0,1.1397,0.0
174,-61.7628,-11.8534,0.4217,0.7,0.0,4.1088,0.0221,0.0,1.15,0.0
175,-62.739,-11.8396,0.4226,0.7,0.0,3.9971,0.0235,0.0,1.1603,0.0
176,-62.7361,-11.7775,0.4235,0.7,0.0,3.9868,0.025,0.0,1.1691,0.0
177,-61.6991,-11.8832,0.4243,0.7,0.0,4.0103,0.0279,0.0,1.1794,0.0
178,-62.1686,-11.8296,0.4252,0.7,0.0,3.9912,0.0309,0.0,1.1897,0.0
179,-62.0282,-11.8605,0.426,0.7,0.0,3.9985,0.0324,0.0,1.2,0.0
180,-62.6727,-11.8826,0.4269,0.7,0.0,4.0368,0.0353,0.0,1.2088,0.0
181,-62.1202,-11.8065,0.4277,0.7,0.0,3.9574,0.0368,0.0,1.2191,0.0
182,-61.8617,-11.8605,0.4285,0.7,0.0,4.0485,0.0397,0.0,1.2294,0.0
183,-62.4731,-11.8049,0.4294,0.7,0.0,4.0397,0.0426,0.0,1.2382,0.0
184,-62.5485,-11.8185,0.4302,0.7,0.0,3.9485,0.0456,0.0,1.2485,0.0
185,-62.2504,-11.8624,0.4309,0.7,0.0,4.0206,0.0485,0.0,1.2588,0.0
186,-62.287,-11.7833,0.4318,0.7,0.0,3.9912,0.0515,0.0,1.2691,0.0
187,-61.7612,-11.8072,0.4326,0.7,0.0,4.0471,0.0544,0.0,1.2779,0.0
188,-61.983,-11.8663,0.4333,0.7,0.0,4.0588,0.0574,0.0,1.2882,0.0
189,-62.0751,-11.8751,0.4341,0.7,0.0,4.0309,0.0603,0.0,1.2985,0.0
190,-61.5337,-11.8477,0.4348,0.7,0.0,3.9926,0.0632,0.0,1.3074,0.0
191,-62.0153,-11.8015,0.4356,0.7,0.0,3.9324,0.0662,0.0,1.3176,0.0
192,-62.2405,-11.8325,0.4364,0.7,0.0,4.0206,0.0706,0.0,1.3279,0.0
193,-62.3805,-11.8268,0.4371,0.7,0.0,3.9809,0.0735,0.0,1.3368,0.0
194,-62.6505,-11.8518,0.4378,0.7,0.0,3.9632,0.0765,0.0,1.3471,0.0
195,-62.902,-11.824,0.4386,0.7,0.0,3.9574,0.0809,0.0,1.3574,0.0
