Step,Activity,Dampening,CurrentCalcium,TargetCalcium,SynapticInput,BackgroundInput,GrownAxons,ConnectedAxons,GrownDendrites,ConnectedDendrites
1,-62.4443,-11.9518,0.0037,0.7,0.0,4.0475,0.0,0.0,0.0,0.0
2,-62.7793,-11.8384,0.0088,0.7,0.0,3.9746,0.0,0.0,0.0,0.0
3,-62.526,-11.8022,0.0138,0.7,0.0,3.9602,0.0,0.0,0.0,0.0
4,-62.2466,-11.8482,0.0187,0.7,0.0,4.0085,0.0,0.0,0.0,0.0
5,-62.1738,-11.8533,0.0236,0.7,0.0,4.0636,0.0,0.0,0.0,0.0
6,-61.9972,-11.842,0.0284,0.7,0.0,4.0119,0.0,0.0,0.0,0.0
7,-62.0826,-11.8645,0.0333,0.7,0.0,4.0025,0.0,0.0,0.0,0.0
8,-62.6558,-11.8325,0.038,0.7,0.0,4.0127,0.0,0.0,0.0,0.0
9,-62.0982,-11.835,0.0427,0.7,0.0,4.0483,0.0,0.0,0.0,0.0
10,-62.4136,-11.8385,0.0474,0.7,0.0,4.0356,0.0,0.0,0.0,0.0
11,-62.0077,-11.8422,0.052,0.7,0.0,4.0407,0.0,0.0,0.0,0.0
12,-62.0787,-11.8252,0.0566,0.7,0.0,3.9771,0.0,0.0,0.0,0.0
13,-62.1853,-11.8487,0.0611,0.7,0.0,4.0322,0.0,0.0,0.0,0.0
14,-61.7558,-11.8623,0.0655,0.7,0.0,3.9407,0.0,0.0,0.0,0.0
15,-62.105,-11.8231,0.07,0.7,0.0,3.9831,0.0,0.0,0.0,0.0
16,-62.1494,-11.8461,0.0745,0.7,0.0,4.011,0.0,0.0,0.0,0.0
17,-61.8357,-11.8635,0.0788,0.7,0.0,3.9712,0.0,0.0,0.0,0.0
18,-62.7911,-11.8486,0.0832,0.7,0.0,4.0669,0.0,0.0,0.0,0.0
19,-62.1815,-11.8587,0.0874,0.7,0.0,3.9737,0.0,0.0,0.0,0.0
20,-62.4685,-11.8361,0.0917,0.7,0.0,3.9839,0.0,0.0,0.0,0.0
21,-62.4865,-11.886,0.0959,0.7,0.0,3.9576,0.0,0.0,0.0,0.0
22,-62.3493,-11.8309,0.1,0.7,0.0,3.9466,0.0,0.0,0.0,0.0
23,-61.9975,-11.8111,0.1041,0.7,0.0,4.039,0.0,0.0,0.0,0.0
24,-62.0249,-11.8298,0.1082,0.7,0.0,3.9864,0.0,0.0,0.0,0.0
25,-62.3087,-11.8601,0.1121,0.7,0.0,4.0127,0.0,0.0,0.0,0.0
26,-62.6384,-11.7872,0.1162,0.7,0.0,3.8983,0.0,0.0,0.0008,0.0
27,-62.0518,-11.8637,0.1201,0.7,0.0,3.9941,0.0,0.0,0.0008,0.0
28,-62.4058,-11.8359,0.124,0.7,0.0,4.0153,0.0,0.0,0.0017,0.0
29,-62.09,-11.851,0.1278,0.7,0.0,4.0559,0.0,0.0,0.0034,0.0
30,-62.1718,-11.815,0.1317,0.7,0.0,4.0034,0.0,0.0,0.0042,0.0
31,-62.7054,-11.7861,0.1355,0.7,0.0,4.0085,0.0,0.0,0.0059,0.0
32,-61.7332,-11.7831,0.1393,0.7,0.0,3.9729,0.0,0.0,0.0076,0.0
33,-62.3148,-11.8672,0.143,0.7,0.0,4.0331,0.0,0.0,0.0093,0.0
34,-62.4825,-11.8295,0.1466,0.7,0.0,3.9958,0.0,0.0,0.011,0.0
35,-62.2684,-11.8606,0.1503,0.7,0.0,3.9568,0.0,0.0,0.0127,0.0
36,-62.6121,-11.8014,0.1539,0.7,0.0,4.0059,0.0,0.0,0.0153,0.0
37,-62.1751,-11.7784,0.1574,0.7,0.0,3.9686,0.0,0.0,0.0178,0.0
38,-62.3787,-11.8184,0.1609,0.7,0.0,3.9864,0.0,0.0,0.0203,0.0
39,-61.8952,-11.8248,0.1644,0.7,0.0,3.9814,0.0,0.0,0.0229,0.0
40,-62.122,-11.8971,0.1677,0.7,0.0,4.0119,0.0,0.0,0.0263,0.0
41,-62.0225,-11.8286,0.1711,0.7,0.0,4.0432,0.0,0.0,0.0297,0.0
42,-62.1404,-11.8445,0.1745,0.7,0.0,4.0119,0.0,0.0,0.0322,0.0
43,-62.1879,-11.8389,0.1779,0.7,0.0,4.0144,0.0,0.0,0.0364,0.0
44,-62.2476,-11.8464,0.1812,0.7,0.0,3.9924,0.0,0.0,0.0398,0.0
45,-62.1405,-11.8295,0.1845,0.7,0.0,4.0458,0.0,0.0,0.0432,0.0
46,-62.8425,-11.8496,0.1877,0.7,0.0,3.922,0.0,0.0,0.0475,0.0
47,-62.2191,-11.7993,0.1909,0.7,0.0,3.9975,0.0,0.0,0.0517,0.0
48,-61.8906,-11.881,0.1941,0.7,0.0,3.9729,0.0,0.0,0.0559,0.0
49,-62.1584,-11.8084,0.1973,0.7,0.0,4.0144,0.0,0.0,0.0602,0.0
50,-62.6306,-11.8418,0.2004,0.7,0.0,4.0093,0.0,0.0,0.0644,0.0
51,-62.3679,-11.856,0.2035,0.7,0.0,3.9966,0.0,0.0,0.0695,0.0
52,-62.1655,-11.8171,0.2066,0.7,0.0,3.9754,0.0,0.0,0.0737,0.0
53,-62.3486,-11.8105,0.2096,0.7,0.0,3.9831,0.0,0.0,0.0788,0.0
54,-62.4119,-11.7916,0.2126,0.7,0.0,4.0085,0.0,0.0,0.0839,0.0
55,-62.7171,-11.7857,0.2157,0.7,0.0,3.9636,0.0,0.0,0.089,0.0
56,-62.3026,-11.8788,0.2186,0.7,0.0,4.028,0.0,0.0,0.0941,0.0
57,-61.9553,-11.8671,0.2215,0.7,0.0,3.9915,0.0,0.0,0.1,0.0
58,-62.3031,-11.7937,0.2243,0.7,0.0,3.9924,0.0,0.0,0.1051,0.0
59,-62.557,-11.7845,0.2272,0.7,0.0,3.9517,0.0,0.0,0.111,0.0
60,-62.2348,-11.7924,0.23,0.7,0.0,4.0178,0.0,0.0,0.1169,0.0
