TargetArea SourceArea Area AvgPosX AvgPosY AvgPosZ SumWeights
0.0 0.0 0.0 55.09161 48.97115 142.00137 3709.0
0.0 0.0 0.0 55.09161 48.97115 142.00137 3709.0
0.0 2.0 2.0 27.44328 25.29372 87.80966 8.0
0.0 2.0 0.0 55.09161 48.97115 142.00137 8.0
0.0 4.0 4.0 72.12593 108.3744 139.70685 14.0
0.0 4.0 0.0 55.09161 48.97115 142.00137 14.0
0.0 5.0 5.0 36.21651 130.06593 82.20253 1.0
0.0 5.0 0.0 55.09161 48.97115 142.00137 1.0
0.0 16.0 16.0 37.0857 39.01704 124.6468 1361.0
0.0 16.0 0.0 55.09161 48.97115 142.00137 1361.0
0.0 22.0 22.0 25.093 80.09066 119.44887 538.0
0.0 22.0 0.0 55.09161 48.97115 142.00137 538.0
0.0 24.0 24.0 107.86648 87.21733 149.14135 18.0
0.0 24.0 0.0 55.09161 48.97115 142.00137 18.0
0.0 27.0 27.0 18.71062 45.39093 103.75185 36.0
0.0 27.0 0.0 55.09161 48.97115 142.00137 36.0
0.0 28.0 28.0 84.15757 39.10703 143.21399 1128.0
0.0 28.0 0.0 55.09161 48.97115 142.00137 1128.0
0.0 29.0 29.0 122.68172 20.60718 121.22384 1.0
0.0 29.0 0.0 55.09161 48.97115 142.00137 1.0
0.0 33.0 33.0 97.26494 49.92712 149.23754 282.0
0.0 33.0 0.0 55.09161 48.97115 142.00137 282.0
0.0 36.0 36.0 51.14611 19.45298 119.60708 466.0
0.0 36.0 0.0 55.09161 48.97115 142.00137 466.0
0.0 37.0 37.0 80.16702 11.05978 113.80488 80.0
0.0 37.0 0.0 55.09161 48.97115 142.00137 80.0
0.0 38.0 38.0 88.72048 68.3773 152.62241 389.0
0.0 38.0 0.0 55.09161 48.97115 142.00137 389.0
0.0 41.0 41.0 59.7852 125.9732 122.53699 2.0
0.0 41.0 0.0 55.09161 48.97115 142.00137 2.0
0.0 42.0 42.0 56.61155 85.21501 144.95532 893.0
0.0 42.0 0.0 55.09161 48.97115 142.00137 893.0
0.0 44.0 44.0 70.33116 22.72308 131.36095 553.0
0.0 44.0 0.0 55.09161 48.97115 142.00137 553.0
1.0 1.0 1.0 66.27732 89.32756 7.53534 10670.0
1.0 1.0 1.0 66.27732 89.32756 7.53534 10670.0
1.0 5.0 5.0 36.21651 130.06593 82.20253 21.0
1.0 5.0 1.0 66.27732 89.32756 7.53534 21.0
1.0 8.0 8.0 108.19161 85.92966 38.67526 1604.0
1.0 8.0 1.0 66.27732 89.32756 7.53534 1604.0
1.0 11.0 11.0 48.48305 14.13184 56.54322 26.0
1.0 11.0 1.0 66.27732 89.32756 7.53534 26.0
1.0 13.0 13.0 21.79757 31.14925 56.42945 1.0
1.0 13.0 1.0 66.27732 89.32756 7.53534 1.0
1.0 14.0 14.0 128.38804 116.01364 40.33105 45.0
1.0 14.0 1.0 66.27732 89.32756 7.53534 45.0
1.0 19.0 19.0 66.47292 15.69336 45.49833 23.0
1.0 19.0 1.0 66.27732 89.32756 7.53534 23.0
1.0 20.0 20.0 85.12058 53.72422 22.36728 2109.0
1.0 20.0 1.0 66.27732 89.32756 7.53534 2109.0
1.0 21.0 21.0 28.20276 78.06689 19.37648 1372.0
1.0 21.0 1.0 66.27732 89.32756 7.53534 1372.0
1.0 30.0 30.0 88.41313 139.91074 62.7278 346.0
1.0 30.0 1.0 66.27732 89.32756 7.53534 346.0
1.0 31.0 31.0 121.56018 39.02089 36.0357 2.0
1.0 31.0 1.0 66.27732 89.32756 7.53534 2.0
1.0 39.0 39.0 21.79765 50.15424 32.80503 269.0
1.0 39.0 1.0 66.27732 89.32756 7.53534 269.0
1.0 40.0 40.0 83.26987 23.5314 42.39852 14.0
1.0 40.0 1.0 66.27732 89.32756 7.53534 14.0
1.0 45.0 45.0 35.05512 116.3647 28.60905 1780.0
1.0 45.0 1.0 66.27732 89.32756 7.53534 1780.0
1.0 46.0 46.0 114.5895 130.3016 52.78146 143.0
1.0 46.0 1.0 66.27732 89.32756 7.53534 143.0
2.0 0.0 0.0 55.09161 48.97115 142.00137 7.0
2.0 0.0 2.0 27.44328 25.29372 87.80966 7.0
2.0 2.0 2.0 27.44328 25.29372 87.80966 6559.0
2.0 2.0 2.0 27.44328 25.29372 87.80966 6559.0
2.0 3.0 3.0 83.135 3.82977 87.98529 283.0
2.0 3.0 2.0 27.44328 25.29372 87.80966 283.0
2.0 6.0 6.0 5.46987 84.80289 74.40216 434.0
2.0 6.0 2.0 27.44328 25.29372 87.80966 434.0
2.0 11.0 11.0 48.48305 14.13184 56.54322 1268.0
2.0 11.0 2.0 27.44328 25.29372 87.80966 1268.0
2.0 13.0 13.0 21.79757 31.14925 56.42945 1336.0
2.0 13.0 2.0 27.44328 25.29372 87.80966 1336.0
2.0 16.0 16.0 37.0857 39.01704 124.6468 702.0
2.0 16.0 2.0 27.44328 25.29372 87.80966 702.0
2.0 19.0 19.0 66.47292 15.69336 45.49833 11.0
2.0 19.0 2.0 27.44328 25.29372 87.80966 11.0
2.0 20.0 20.0 85.12058 53.72422 22.36728 1.0
2.0 20.0 2.0 27.44328 25.29372 87.80966 1.0
2.0 22.0 22.0 25.093 80.09066 119.44887 77.0
2.0 22.0 2.0 27.44328 25.29372 87.80966 77.0
2.0 27.0 27.0 18.71062 45.39093 103.75185 1596.0
2.0 27.0 2.0 27.44328 25.29372 87.80966 1596.0
2.0 28.0 28.0 84.15757 39.10703 143.21399 1.0
2.0 28.0 2.0 27.44328 25.29372 87.80966 1.0
2.0 36.0 36.0 51.14611 19.45298 119.60708 542.0
2.0 36.0 2.0 27.44328 25.29372 87.80966 542.0
2.0 37.0 37.0 80.16702 11.05978 113.80488 426.0
2.0 37.0 2.0 27.44328 25.29372 87.80966 426.0
2.0 39.0 39.0 21.79765 50.15424 32.80503 146.0
2.0 39.0 2.0 27.44328 25.29372 87.80966 146.0
2.0 40.0 40.0 83.26987 23.5314 42.39852 1.0
2.0 40.0 2.0 27.44328 25.29372 87.80966 1.0
2.0 44.0 44.0 70.33116 22.72308 131.36095 30.0
2.0 44.0 2.0 27.44328 25.29372 87.80966 30.0
3.0 2.0 2.0 27.44328 25.29372 87.80966 291.0
3.0 2.0 3.0 83.135 3.82977 87.98529 291.0
3.0 3.0 3.0 83.135 3.82977 87.98529 6808.0
3.0 3.0 3.0 83.135 3.82977 87.98529 6808.0
3.0 7.0 7.0 121.69016 13.4437 56.94467 202.0
3.0 7.0 3.0 83.135 3.82977 87.98529 202.0
3.0 10.0 10.0 97.1505 3.94656 61.12813 1559.0
3.0 10.0 3.0 83.135 3.82977 87.98529 1559.0
3.0 11.0 11.0 48.48305 14.13184 56.54322 1035.0
3.0 11.0 3.0 83.135 3.82977 87.98529 1035.0
3.0 13.0 13.0 21.79757 31.14925 56.42945 8.0
3.0 13.0 3.0 83.135 3.82977 87.98529 8.0
3.0 15.0 15.0 145.03811 26.49391 64.67694 11.0
3.0 15.0 3.0 83.135 3.82977 87.98529 11.0
3.0 16.0 16.0 37.0857 39.01704 124.6468 15.0
3.0 16.0 3.0 83.135 3.82977 87.98529 15.0
3.0 17.0 17.0 122.8578 11.02166 94.59883 1147.0
3.0 17.0 3.0 83.135 3.82977 87.98529 1147.0
3.0 18.0 18.0 159.2404 24.86514 93.87162 1.0
