TargetArea SourceArea Area AvgPosX AvgPosY AvgPosZ SumWeights
0.0 0.0 0.0 55.09295 48.93789 141.98863 3745.0
0.0 0.0 0.0 55.09295 48.93789 141.98863 3745.0
0.0 2.0 2.0 27.43707 25.2988 87.78049 10.0
0.0 2.0 0.0 55.09295 48.93789 141.98863 10.0
0.0 4.0 4.0 72.09776 108.37057 139.69605 14.0
0.0 4.0 0.0 55.09295 48.93789 141.98863 14.0
0.0 5.0 5.0 36.1912 130.05165 82.21127 1.0
0.0 5.0 0.0 55.09295 48.93789 141.98863 1.0
0.0 16.0 16.0 37.08684 39.04485 124.66595 1382.0
0.0 16.0 0.0 55.09295 48.93789 141.98863 1382.0
0.0 22.0 22.0 25.09666 80.07269 119.45825 542.0
0.0 22.0 0.0 55.09295 48.93789 141.98863 542.0
0.0 24.0 24.0 107.85426 87.2011 149.15024 17.0
0.0 24.0 0.0 55.09295 48.93789 141.98863 17.0
0.0 27.0 27.0 18.72019 45.36581 103.74845 35.0
0.0 27.0 0.0 55.09295 48.93789 141.98863 35.0
0.0 28.0 28.0 84.20491 39.0627 143.19634 1118.0
0.0 28.0 0.0 55.09295 48.93789 141.98863 1118.0
0.0 29.0 29.0 122.68666 20.59947 121.20638 1.0
0.0 29.0 0.0 55.09295 48.93789 141.98863 1.0
0.0 33.0 33.0 97.22045 49.93603 149.23831 276.0
0.0 33.0 0.0 55.09295 48.93789 141.98863 276.0
0.0 36.0 36.0 51.15014 19.46341 119.62697 464.0
0.0 36.0 0.0 55.09295 48.93789 141.98863 464.0
0.0 37.0 37.0 80.16729 11.05732 113.80008 79.0
0.0 37.0 0.0 55.09295 48.93789 141.98863 79.0
0.0 38.0 38.0 88.71604 68.39153 152.62282 386.0
0.0 38.0 0.0 55.09295 48.93789 141.98863 386.0
0.0 41.0 41.0 59.78435 125.9855 122.53287 2.0
0.0 41.0 0.0 55.09295 48.93789 141.98863 2.0
0.0 42.0 42.0 56.63233 85.21967 144.96239 896.0
0.0 42.0 0.0 55.09295 48.93789 141.98863 896.0
0.0 44.0 44.0 70.29404 22.73162 131.36306 561.0
0.0 44.0 0.0 55.09295 48.93789 141.98863 561.0
