Step,Activity,Dampening,CurrentCalcium,TargetCalcium,SynapticInput,BackgroundInput,GrownAxons,ConnectedAxons,GrownDendrites,ConnectedDendrites
1,-61.3267,-12.2054,0.0049,0.6932,0.25078125,4.0078125,14.653125,14.653125,14.6515625,14.6515625
2,-61.7189,-12.1712,0.0121,0.6932,0.14296875,4.046875,14.653125,14.653125,14.6515625,14.6515625
3,-62.6164,-12.2815,0.0191,0.6932,0.0703125,3.98125,14.653125,14.653125,14.6515625,14.6515625
4,-63.0426,-12.2314,0.026,0.6932,0.1078125,3.9765625,14.653125,14.653125,14.6515625,14.6515625
5,-63.6663,-12.1686,0.0329,0.6932,0.07265625,4.028125,14.653125,14.653125,14.6515625,14.6515625
6,-63.9304,-12.1258,0.0396,0.6932,0.08203125,3.9765625,14.653125,14.653125,14.6515625,14.6515625
7,-64.3968,-12.0713,0.0463,0.6932,0.12421875,4.0375,14.653125,14.653125,14.6515625,14.6515625
8,-64.7281,-11.9964,0.0529,0.6932,0.09140625,3.9546875,14.653125,14.653125,14.6515625,14.6515625
9,-64.7781,-11.9414,0.0594,0.6932,0.1125,3.9203125,14.653125,14.653125,14.6515625,14.6515625
10,-65.213,-11.8103,0.0659,0.6932,0.09609375,4.0265625,14.653125,14.653125,14.6515625,14.6515625
11,-65.0662,-11.7126,0.0723,0.6932,0.1734375,4.0453125,14.653125,14.653125,14.6515625,14.6515625
12,-65.2852,-11.6969,0.0787,0.6932,0.09140625,4.0171875,14.653125,14.653125,14.6515625,14.6515625
13,-65.4504,-11.6259,0.0849,0.6932,0.13828125,4.021875,14.653125,14.653125,14.6515625,14.6515625
14,-65.219,-11.5429,0.0912,0.6932,0.2859375,4.00625,14.653125,14.653125,14.6515625,14.6515625
15,-65.0725,-11.5099,0.0974,0.6932,0.29296875,4.0234375,14.653125,14.653125,14.6515625,14.6515625
16,-65.0244,-11.38,0.1035,0.6932,0.34453125,3.9953125,14.653125,14.653125,14.6515625,14.6515625
17,-64.9939,-11.3853,0.1096,0.6932,0.35390625,4.0265625,14.653125,14.653125,14.6515625,14.6515625
18,-65.1181,-11.2308,0.1157,0.6932,0.41015625,3.96875,14.653125,14.653125,14.6515625,14.6515625
19,-65.3827,-11.1571,0.1217,0.6932,0.3890625,3.9953125,14.653125,14.653125,14.6515625,14.6515625
20,-64.3671,-11.0852,0.1278,0.6932,0.55078125,4.0671875,14.653125,14.653125,14.6515625,14.6515625
21,-64.5032,-11.0175,0.1337,0.6932,0.58828125,3.9234375,14.653125,14.653125,14.6515625,14.6515625
22,-64.0863,-10.9114,0.1395,0.6932,0.50390625,4.0,14.653125,14.653125,14.6515625,14.6515625
23,-63.7698,-10.838,0.1452,0.6932,0.478125,4.0015625,14.653125,14.653125,14.6515625,14.6515625
24,-63.845,-10.6438,0.151,0.6932,0.6421875,3.8984375,14.653125,14.653125,14.6515625,14.6515625
25,-63.3019,-10.6802,0.1566,0.6932,0.54609375,4.009375,14.653125,14.653125,14.6515625,14.6515625
26,-62.4833,-10.5821,0.1622,0.6932,0.825,3.984375,14.653125,14.653125,14.6515625,14.6515625
27,-62.7025,-10.5324,0.1677,0.6932,0.740625,4.025,14.653125,14.653125,14.6515625,14.6515625
28,-62.9923,-10.6564,0.1732,0.6932,0.93515625,4.0484375,14.653125,14.653125,14.6515625,14.6515625
29,-62.775,-10.6174,0.1787,0.6932,0.8296875,3.9546875,14.653125,14.653125,14.6515625,14.6515625
30,-62.0232,-10.5301,0.1841,0.6932,0.98671875,4.0328125,14.653125,14.653125,14.6515625,14.6515625
31,-61.6821,-10.5087,0.1896,0.6932,1.1484375,4.0265625,14.653125,14.653125,14.6515625,14.6515625
32,-61.297,-10.3591,0.1948,0.6932,1.9171875,4.025,14.653125,14.653125,14.6515625,14.6515625
33,-60.6912,-10.2532,0.2001,0.6932,3.07734375,3.990625,14.653125,14.653125,14.6515625,14.6515625
34,-60.9111,-10.2295,0.2053,0.6932,3.0515625,3.978125,14.653125,14.653125,14.6515625,14.6515625
35,-59.7437,-10.2931,0.2104,0.6932,3.0140625,4.0296875,14.653125,14.653125,14.6515625,14.6515625
36,-56.8492,-10.4297,0.2155,0.6932,2.79375,3.96875,14.653125,14.653125,14.6515625,14.6515625
37,-54.7371,-10.8553,0.2201,0.6932,2.32265625,3.91875,14.653125,14.653125,14.6515625,14.6515625
38,-53.7798,-11.1984,0.2247,0.6932,1.71328125,3.9859375,14.653125,14.653125,14.6515625,14.6515625
39,-54.0046,-11.363,0.2293,0.6932,1.8,4.0171875,14.653125,14.653125,14.6515625,14.6515625
40,-54.0462,-11.3587,0.2338,0.6932,1.575,3.996875,14.653125,14.653125,14.6515625,14.6515625
41,-54.8846,-11.2635,0.2385,0.6932,2.08828125,3.9484375,14.653125,14.653125,14.6515625,14.6515625
42,-55.1187,-11.1475,0.2431,0.6932,1.9453125,4.01875,14.653125,14.653125,14.6515625,14.6515625
43,-53.2828,-11.1311,0.2477,0.6932,1.96875,4.0578125,14.653125,14.653125,14.6515625,14.6515625
44,-54.1861,-11.1309,0.2521,0.6932,2.1609375,3.984375,14.653125,14.653125,14.6515625,14.6515625
45,-53.4719,-11.1438,0.2565,0.6932,2.02734375,4.0,14.653125,14.653125,14.6515625,14.6515625
46,-55.7099,-10.8387,0.2612,0.6932,2.32734375,4.0390625,14.653125,14.653125,14.6515625,14.6515625
47,-52.9096,-11.065,0.2653,0.6932,2.053125,3.940625,14.653125,14.653125,14.6515625,14.6515625
48,-55.048,-11.2557,0.2694,0.6932,1.6640625,3.990625,14.653125,14.653125,14.6515625,14.6515625
49,-53.6897,-11.3904,0.2736,0.6932,1.5046875,3.96875,14.653125,14.653125,14.6515625,14.6515625
50,-55.6571,-11.5955,0.2777,0.6932,1.35,4.0015625,14.653125,14.653125,14.6515625,14.6515625
51,-56.7078,-11.7196,0.2818,0.6932,0.83671875,4.0359375,14.653125,14.653125,14.6515625,14.6515625
52,-56.6057,-11.7975,0.2859,0.6932,0.8296875,3.9765625,14.653125,14.653125,14.6515625,14.6515625
53,-57.8964,-11.917,0.2899,0.6932,0.5390625,3.940625,14.653125,14.653125,14.6515625,14.6515625
54,-57.9473,-11.9992,0.2939,0.6932,0.4921875,4.03125,14.653125,14.653125,14.6515625,14.6515625
55,-59.2215,-12.1769,0.2979,0.6932,0.328125,4.0546875,14.653125,14.653125,14.6515625,14.6515625
56,-59.7178,-12.1522,0.3019,0.6932,0.365625,4.05625,14.653125,14.653125,14.6515625,14.6515625
57,-59.7855,-12.2121,0.3059,0.6932,0.3515625,4.028125,14.653125,14.653125,14.6515625,14.6515625
58,-60.4304,-12.2816,0.3098,0.6932,0.1265625,4.0328125,14.653125,14.653125,14.6515625,14.6515625
59,-61.525,-12.3103,0.3138,0.6932,0.16171875,3.928125,14.653125,14.653125,14.6515625,14.6515625
60,-62.1148,-12.3255,0.3176,0.6932,0.0796875,4.015625,14.653125,14.653125,14.6515625,14.6515625
61,-62.7343,-12.3625,0.3214,0.6932,0.0609375,4.09375,14.653125,14.653125,14.6515625,14.6515625
62,-62.8677,-12.2749,0.3251,0.6932,0.1171875,3.9828125,14.653125,14.653125,14.6515625,14.6515625
63,-63.2841,-12.2981,0.3287,0.6932,0.03515625,3.971875,14.653125,14.653125,14.6515625,14.6515625
64,-63.3902,-12.3136,0.3324,0.6932,0.01640625,4.0015625,14.653125,14.653125,14.6515625,14.6515625
65,-63.5133,-12.265,0.336,0.6932,0.065625,4.0046875,14.653125,14.653125,14.6515625,14.6515625
66,-63.6256,-12.2158,0.3396,0.6932,0.07265625,4.075,14.653125,14.653125,14.6515625,14.6515625
