Step,Activity,Dampening,CurrentCalcium,TargetCalcium,SynapticInput,BackgroundInput,GrownAxons,ConnectedAxons,GrownDendrites,ConnectedDendrites
1,-62.3518,-11.9481,0.0037,0.7,0.0,4.0071,0.0,0.0,0.0,0.0
2,-62.2975,-11.8481,0.0088,0.7,0.0,3.96,0.0,0.0,0.0,0.0
3,-62.5218,-11.7862,0.0138,0.7,0.0,4.0429,0.0,0.0,0.0,0.0
4,-62.2838,-11.7539,0.0188,0.7,0.0,3.9771,0.0,0.0,0.0,0.0
5,-61.4043,-11.8367,0.0237,0.7,0.0,3.9871,0.0,0.0,0.0,0.0
6,-62.1501,-11.832,0.0286,0.7,0.0,3.9757,0.0,0.0,0.0,0.0
7,-61.5085,-11.8784,0.0334,0.7,0.0,4.0871,0.0,0.0,0.0,0.0
8,-62.0439,-11.804,0.0382,0.7,0.0,4.0086,0.0,0.0,0.0,0.0
9,-62.5146,-11.8259,0.0429,0.7,0.0,4.0357,0.0,0.0,0.0,0.0
10,-62.3917,-11.8052,0.0475,0.7,0.0,3.9929,0.0,0.0,0.0,0.0
11,-62.6237,-11.8013,0.0522,0.7,0.0,3.9829,0.0,0.0,0.0,0.0
12,-62.8717,-11.8182,0.0567,0.7,0.0,3.9543,0.0,0.0,0.0,0.0
13,-61.7183,-11.7788,0.0612,0.7,0.0,3.9843,0.0,0.0,0.0,0.0
14,-62.6925,-11.8662,0.0657,0.7,0.0,3.9914,0.0,0.0,0.0,0.0
15,-62.3524,-11.8068,0.0701,0.7,0.0,4.0171,0.0,0.0,0.0,0.0
16,-62.4499,-11.8594,0.0745,0.7,0.0,3.9771,0.0,0.0,0.0,0.0
17,-62.1225,-11.8409,0.0789,0.7,0.0,4.0486,0.0,0.0,0.0,0.0
18,-62.5692,-11.8168,0.0831,0.7,0.0,3.9843,0.0,0.0,0.0,0.0
19,-61.4575,-11.804,0.0873,0.7,0.0,4.0314,0.0,0.0,0.0,0.0
20,-62.51,-11.8539,0.0915,0.7,0.0,3.9786,0.0,0.0,0.0,0.0
21,-62.0552,-11.9055,0.0957,0.7,0.0,3.9729,0.0,0.0,0.0,0.0
22,-62.2821,-11.7799,0.0999,0.7,0.0,3.9786,0.0,0.0,0.0,0.0
