Step,Activity,Dampening,CurrentCalcium,TargetCalcium,SynapticInput,BackgroundInput,GrownAxons,ConnectedAxons,GrownDendrites,ConnectedDendrites
1,-62.3866,-11.9254,0.0037,0.7,0.0,4.0352,0.0,0.0,0.0,0.0
2,-62.1422,-11.8593,0.0088,0.7,0.0,3.9805,0.0,0.0,0.0,0.0
3,-62.3162,-11.8717,0.0138,0.7,0.0,3.9956,0.0,0.0,0.0,0.0
4,-62.1477,-11.8423,0.0187,0.7,0.0,4.0025,0.0,0.0,0.0,0.0
5,-62.0909,-11.841,0.0236,0.7,0.0,3.9918,0.0,0.0,0.0,0.0
6,-62.5154,-11.8398,0.0285,0.7,0.0,4.0031,0.0,0.0,0.0,0.0
7,-62.3376,-11.8599,0.0333,0.7,0.0,4.0553,0.0,0.0,0.0,0.0
8,-61.4482,-11.8804,0.0381,0.7,0.0,3.9943,0.0,0.0,0.0,0.0
9,-62.474,-11.847,0.0428,0.7,0.0,3.9239,0.0,0.0,0.0,0.0
10,-62.4977,-11.8421,0.0475,0.7,0.0,3.978,0.0,0.0,0.0,0.0
11,-62.5249,-11.8537,0.0521,0.7,0.0,3.9893,0.0,0.0,0.0,0.0
12,-62.2818,-11.8342,0.0566,0.7,0.0,3.9748,0.0,0.0,0.0,0.0
13,-62.8718,-11.8386,0.0612,0.7,0.0,4.0019,0.0,0.0,0.0,0.0
14,-62.3613,-11.7955,0.0657,0.7,0.0,3.9723,0.0,0.0,0.0,0.0
15,-62.2937,-11.8147,0.0701,0.7,0.0,3.9994,0.0,0.0,0.0,0.0
16,-62.3697,-11.8415,0.0745,0.7,0.0,4.0075,0.0,0.0,0.0,0.0
17,-61.809,-11.8124,0.0788,0.7,0.0,4.0119,0.0,0.0,0.0,0.0
18,-62.4647,-11.838,0.0831,0.7,0.0,3.9654,0.0,0.0,0.0,0.0
19,-61.6251,-11.846,0.0874,0.7,0.0,4.0082,0.0,0.0,0.0,0.0
20,-61.9937,-11.8355,0.0916,0.7,0.0,3.9748,0.0,0.0,0.0,0.0
21,-62.1072,-11.8347,0.0958,0.7,0.0,3.9887,0.0,0.0,0.0,0.0
22,-62.1697,-11.829,0.0999,0.7,0.0,3.9975,0.0,0.0,0.0,0.0
23,-62.2448,-11.8186,0.104,0.7,0.0,4.0013,0.0,0.0,0.0,0.0
24,-62.2095,-11.817,0.1081,0.7,0.0,4.0157,0.0,0.0,0.0,0.0
25,-62.0681,-11.8233,0.112,0.7,0.0,3.9893,0.0,0.0,0.0,0.0
26,-62.2006,-11.8524,0.116,0.7,0.0,3.9943,0.0,0.0,0.0006,0.0
27,-62.3055,-11.8003,0.12,0.7,0.0,4.0031,0.0,0.0,0.0013,0.0
28,-62.4614,-11.8331,0.1239,0.7,0.0,4.0157,0.0,0.0,0.0019,0.0
29,-62.0898,-11.8271,0.1277,0.7,0.0,3.956,0.0,0.0,0.0031,0.0
30,-62.1419,-11.8836,0.1315,0.7,0.0,4.0006,0.0,0.0,0.0044,0.0
31,-62.4052,-11.8363,0.1353,0.7,0.0,3.9623,0.0,0.0,0.0057,0.0
32,-62.3052,-11.8119,0.139,0.7,0.0,3.9566,0.0,0.0,0.0075,0.0
33,-62.7648,-11.855,0.1427,0.7,0.0,4.0013,0.0,0.0,0.0088,0.0
34,-62.1376,-11.8151,0.1464,0.7,0.0,4.0176,0.0,0.0,0.0107,0.0
35,-61.9114,-11.8079,0.15,0.7,0.0,4.0352,0.0,0.0,0.0132,0.0
36,-61.8425,-11.8937,0.1536,0.7,0.0,4.0371,0.0,0.0,0.0151,0.0
37,-62.7257,-11.8494,0.1572,0.7,0.0,3.9623,0.0,0.0,0.0176,0.0
38,-61.9514,-11.8425,0.1607,0.7,0.0,3.983,0.0,0.0,0.0201,0.0
39,-62.494,-11.8155,0.1642,0.7,0.0,3.9918,0.0,0.0,0.0233,0.0
40,-61.97,-11.8658,0.1676,0.7,0.0,4.0025,0.0,0.0,0.0264,0.0
41,-61.9934,-11.8592,0.171,0.7,0.0,3.9987,0.0,0.0,0.0296,0.0
42,-62.3837,-11.8323,0.1744,0.7,0.0,4.0101,0.0,0.0,0.0327,0.0
43,-62.1773,-11.8438,0.1777,0.7,0.0,3.9711,0.0,0.0,0.0358,0.0
44,-62.3757,-11.8391,0.1811,0.7,0.0,3.9975,0.0,0.0,0.0396,0.0
