TargetArea SourceArea Area AvgPosX AvgPosY AvgPosZ SumWeights
0.0 0.0 0.0 55.1091 48.90372 141.98116 3890.0
0.0 0.0 0.0 55.1091 48.90372 141.98116 3890.0
0.0 2.0 2.0 27.33166 25.40234 87.69568 9.0
0.0 2.0 0.0 55.1091 48.90372 141.98116 9.0
0.0 3.0 3.0 83.06584 3.82482 88.0176 1.0
0.0 3.0 0.0 55.1091 48.90372 141.98116 1.0
0.0 4.0 4.0 71.99238 108.3748 139.66425 15.0
0.0 4.0 0.0 55.1091 48.90372 141.98116 15.0
0.0 5.0 5.0 36.10955 130.01644 82.23295 1.0
0.0 5.0 0.0 55.1091 48.90372 141.98116 1.0
0.0 8.0 8.0 108.12103 85.99887 38.64719 1.0
0.0 8.0 0.0 55.1091 48.90372 141.98116 1.0
0.0 16.0 16.0 37.1094 39.04741 124.67409 1407.0
0.0 16.0 0.0 55.1091 48.90372 141.98116 1407.0
0.0 22.0 22.0 25.08699 80.01028 119.4534 585.0
0.0 22.0 0.0 55.1091 48.90372 141.98116 585.0
0.0 24.0 24.0 107.86081 87.2634 149.14287 14.0
0.0 24.0 0.0 55.1091 48.90372 141.98116 14.0
0.0 27.0 27.0 18.73967 45.31795 103.73886 35.0
0.0 27.0 0.0 55.1091 48.90372 141.98116 35.0
0.0 28.0 28.0 84.31065 38.95778 143.15647 1121.0
0.0 28.0 0.0 55.1091 48.90372 141.98116 1121.0
0.0 29.0 29.0 122.62619 20.57683 121.19414 1.0
0.0 29.0 0.0 55.1091 48.90372 141.98116 1.0
0.0 33.0 33.0 97.14807 49.95708 149.24643 261.0
0.0 33.0 0.0 55.1091 48.90372 141.98116 261.0
0.0 36.0 36.0 51.18532 19.48941 119.69199 488.0
0.0 36.0 0.0 55.1091 48.90372 141.98116 488.0
0.0 37.0 37.0 80.20183 11.06481 113.82833 79.0
0.0 37.0 0.0 55.1091 48.90372 141.98116 79.0
0.0 38.0 38.0 88.671 68.42962 152.61476 406.0
0.0 38.0 0.0 55.1091 48.90372 141.98116 406.0
0.0 41.0 41.0 59.81301 126.06214 122.47842 1.0
0.0 41.0 0.0 55.1091 48.90372 141.98116 1.0
0.0 42.0 42.0 56.55241 85.20602 144.92839 917.0
0.0 42.0 0.0 55.1091 48.90372 141.98116 917.0
0.0 44.0 44.0 70.22011 22.72944 131.34204 599.0
0.0 44.0 0.0 55.1091 48.90372 141.98116 599.0
1.0 1.0 1.0 66.23393 89.22817 7.46766 11295.0
1.0 1.0 1.0 66.23393 89.22817 7.46766 11295.0
1.0 5.0 5.0 36.10955 130.01644 82.23295 18.0
1.0 5.0 1.0 66.23393 89.22817 7.46766 18.0
1.0 8.0 8.0 108.12103 85.99887 38.64719 1715.0
1.0 8.0 1.0 66.23393 89.22817 7.46766 1715.0
1.0 11.0 11.0 48.50025 14.12712 56.49182 17.0
1.0 11.0 1.0 66.23393 89.22817 7.46766 17.0
1.0 13.0 13.0 21.80441 31.14137 56.4082 2.0
1.0 13.0 1.0 66.23393 89.22817 7.46766 2.0
1.0 14.0 14.0 128.21152 116.07058 40.22937 56.0
1.0 14.0 1.0 66.23393 89.22817 7.46766 56.0
1.0 19.0 19.0 66.41096 15.81366 45.37005 23.0
1.0 19.0 1.0 66.23393 89.22817 7.46766 23.0
1.0 20.0 20.0 85.01624 53.72172 22.24772 2211.0
1.0 20.0 1.0 66.23393 89.22817 7.46766 2211.0
1.0 21.0 21.0 28.23192 78.1627 19.34002 1513.0
1.0 21.0 1.0 66.23393 89.22817 7.46766 1513.0
1.0 30.0 30.0 88.29816 139.93545 62.65637 342.0
1.0 30.0 1.0 66.23393 89.22817 7.46766 342.0
1.0 31.0 31.0 121.49672 38.98151 36.03515 4.0
