TargetArea SourceArea Area AvgPosX AvgPosY AvgPosZ SumWeights
0.0 0.0 0.0 55.12553 48.91991 141.99456 3492.0
0.0 0.0 0.0 55.12553 48.91991 141.99456 3492.0
0.0 2.0 2.0 27.33968 25.39449 87.70972 8.0
0.0 2.0 0.0 55.12553 48.91991 141.99456 8.0
0.0 4.0 4.0 72.09322 108.39503 139.67382 13.0
0.0 4.0 0.0 55.12553 48.91991 141.99456 13.0
0.0 5.0 5.0 36.13122 130.03215 82.19568 1.0
0.0 5.0 0.0 55.12553 48.91991 141.99456 1.0
0.0 8.0 8.0 108.18081 85.99316 38.6767 1.0
0.0 8.0 0.0 55.12553 48.91991 141.99456 1.0
0.0 16.0 16.0 37.10444 39.07844 124.69183 1264.0
0.0 16.0 0.0 55.12553 48.91991 141.99456 1264.0
0.0 22.0 22.0 25.07694 80.00108 119.44318 531.0
0.0 22.0 0.0 55.12553 48.91991 141.99456 531.0
0.0 24.0 24.0 107.89226 87.25669 149.14034 12.0
0.0 24.0 0.0 55.12553 48.91991 141.99456 12.0
0.0 27.0 27.0 18.74789 45.33371 103.77148 30.0
0.0 27.0 0.0 55.12553 48.91991 141.99456 30.0
0.0 28.0 28.0 84.33828 38.94462 143.14699 1008.0
0.0 28.0 0.0 55.12553 48.91991 141.99456 1008.0
0.0 33.0 33.0 97.19769 49.93025 149.23689 250.0
0.0 33.0 0.0 55.12553 48.91991 141.99456 250.0
0.0 36.0 36.0 51.1729 19.45545 119.64196 428.0
0.0 36.0 0.0 55.12553 48.91991 141.99456 428.0
0.0 37.0 37.0 80.2423 11.07716 113.84884 74.0
0.0 37.0 0.0 55.12553 48.91991 141.99456 74.0
0.0 38.0 38.0 88.75496 68.41731 152.61757 355.0
0.0 38.0 0.0 55.12553 48.91991 141.99456 355.0
0.0 41.0 41.0 59.82577 126.05825 122.4844 1.0
0.0 41.0 0.0 55.12553 48.91991 141.99456 1.0
0.0 42.0 42.0 56.59728 85.21183 144.94665 836.0
0.0 42.0 0.0 55.12553 48.91991 141.99456 836.0
0.0 44.0 44.0 70.22716 22.72585 131.33974 545.0
0.0 44.0 0.0 55.12553 48.91991 141.99456 545.0
1.0 1.0 1.0 66.23491 89.2235 7.47 10083.0
1.0 1.0 1.0 66.23491 89.2235 7.47 10083.0
1.0 5.0 5.0 36.13122 130.03215 82.19568 15.0
1.0 5.0 1.0 66.23491 89.2235 7.47 15.0
1.0 8.0 8.0 108.18081 85.99316 38.6767 1522.0
1.0 8.0 1.0 66.23491 89.2235 7.47 1522.0
1.0 11.0 11.0 48.53321 14.10994 56.51816 14.0
1.0 11.0 1.0 66.23491 89.2235 7.47 14.0
1.0 13.0 13.0 21.79259 31.14382 56.44388 2.0
