TargetArea SourceArea Area AvgPosX AvgPosY AvgPosZ SumWeights
0.0 0.0 0.0 55.09486 48.90088 141.97022 3903.0
0.0 0.0 0.0 55.09486 48.90088 141.97022 3903.0
0.0 2.0 2.0 27.42124 25.30765 87.71337 7.0
0.0 2.0 0.0 55.09486 48.90088 141.97022 7.0
0.0 4.0 4.0 72.13033 108.40123 139.67893 12.0
0.0 4.0 0.0 55.09486 48.90088 141.97022 12.0
0.0 16.0 16.0 37.10856 39.10456 124.71742 1343.0
0.0 16.0 0.0 55.09486 48.90088 141.97022 1343.0
0.0 22.0 22.0 25.10458 80.04656 119.47528 567.0
0.0 22.0 0.0 55.09486 48.90088 141.97022 567.0
0.0 24.0 24.0 107.87488 87.19806 149.14829 14.0
0.0 24.0 0.0 55.09486 48.90088 141.97022 14.0
0.0 26.0 26.0 132.07539 45.09538 139.10933 1.0
0.0 26.0 0.0 55.09486 48.90088 141.97022 1.0
0.0 27.0 27.0 18.71874 45.34775 103.72658 39.0
0.0 27.0 0.0 55.09486 48.90088 141.97022 39.0
0.0 28.0 28.0 84.3527 38.90839 143.126 1138.0
0.0 28.0 0.0 55.09486 48.90088 141.97022 1138.0
0.0 29.0 29.0 122.7042 20.57487 121.14959 2.0
0.0 29.0 0.0 55.09486 48.90088 141.97022 2.0
0.0 33.0 33.0 97.23551 49.91135 149.22311 273.0
0.0 33.0 0.0 55.09486 48.90088 141.97022 273.0
0.0 36.0 36.0 51.17976 19.50142 119.71055 478.0
0.0 36.0 0.0 55.09486 48.90088 141.97022 478.0
0.0 37.0 37.0 80.28072 11.05523 113.80836 86.0
0.0 37.0 0.0 55.09486 48.90088 141.97022 86.0
0.0 38.0 38.0 88.70371 68.43082 152.61453 420.0
0.0 38.0 0.0 55.09486 48.90088 141.97022 420.0
0.0 41.0 41.0 59.88173 126.0517 122.52726 2.0
0.0 41.0 0.0 55.09486 48.90088 141.97022 2.0
0.0 42.0 42.0 56.61476 85.23275 144.95262 916.0
0.0 42.0 0.0 55.09486 48.90088 141.97022 916.0
0.0 44.0 44.0 70.23668 22.70995 131.33789 662.0
0.0 44.0 0.0 55.09486 48.90088 141.97022 662.0
1.0 1.0 1.0 66.18637 89.10577 7.40578 12441.0
1.0 1.0 1.0 66.18637 89.10577 7.40578 12441.0
1.0 8.0 8.0 89.9179 90.50955 30.41765 119.0
1.0 8.0 1.0 66.18637 89.10577 7.40578 119.0
1.0 11.0 11.0 48.53996 14.1037 56.53301 17.0
1.0 11.0 1.0 66.18637 89.10577 7.40578 17.0
1.0 13.0 13.0 21.81595 31.12838 56.43829 1.0
1.0 13.0 1.0 66.18637 89.10577 7.40578 1.0
1.0 14.0 14.0 128.52215 116.09569 40.43226 87.0
1.0 14.0 1.0 66.18637 89.10577 7.40578 87.0
1.0 19.0 19.0 66.39066 15.79227 45.37251 29.0
1.0 19.0 1.0 66.18637 89.10577 7.40578 29.0
1.0 20.0 20.0 84.93458 53.64311 22.23999 2408.0
1.0 20.0 1.0 66.18637 89.10577 7.40578 2408.0
1.0 21.0 21.0 28.3174 78.07338 19.26628 1401.0
1.0 21.0 1.0 66.18637 89.10577 7.40578 1401.0
1.0 30.0 30.0 88.57419 139.93328 62.82232 441.0
1.0 30.0 1.0 66.18637 89.10577 7.40578 441.0
1.0 31.0 31.0 121.50622 38.83851 35.98963 3.0
1.0 31.0 1.0 66.18637 89.10577 7.40578 3.0
1.0 39.0 39.0 21.8654 50.08949 32.74912 282.0
1.0 39.0 1.0 66.18637 89.10577 7.40578 282.0
1.0 40.0 40.0 83.26517 23.55068 42.40408 13.0
1.0 40.0 1.0 66.18637 89.10577 7.40578 13.0
1.0 45.0 45.0 35.05762 116.24989 28.43694 1828.0
1.0 45.0 1.0 66.18637 89.10577 7.40578 1828.0
1.0 46.0 46.0 114.66889 130.28163 52.82902 230.0
1.0 46.0 1.0 66.18637 89.10577 7.40578 230.0
2.0 0.0 0.0 55.09486 48.90088 141.97022 6.0
2.0 0.0 2.0 27.42124 25.30765 87.71337 6.0
