TargetArea SourceArea Area AvgPosX AvgPosY AvgPosZ SumWeights
0.0 0.0 0.0 55.13537 48.89002 141.98354 3912.0
0.0 0.0 0.0 55.13537 48.89002 141.98354 3912.0
0.0 2.0 2.0 27.39646 25.33193 87.71698 13.0
0.0 2.0 0.0 55.13537 48.89002 141.98354 13.0
0.0 4.0 4.0 72.15312 108.39724 139.68803 12.0
0.0 4.0 0.0 55.13537 48.89002 141.98354 12.0
0.0 5.0 5.0 36.15045 130.02453 82.26208 1.0
0.0 5.0 0.0 55.13537 48.89002 141.98354 1.0
0.0 16.0 16.0 37.10601 39.13174 124.73625 1447.0
0.0 16.0 0.0 55.13537 48.89002 141.98354 1447.0
0.0 22.0 22.0 25.09419 80.07629 119.45663 542.0
0.0 22.0 0.0 55.13537 48.89002 141.98354 542.0
0.0 24.0 24.0 107.87207 87.21731 149.14787 14.0
0.0 24.0 0.0 55.13537 48.89002 141.98354 14.0
0.0 27.0 27.0 18.72269 45.35733 103.7409 25.0
0.0 27.0 0.0 55.13537 48.89002 141.98354 25.0
0.0 28.0 28.0 84.31835 38.95743 143.15153 1124.0
0.0 28.0 0.0 55.13537 48.89002 141.98354 1124.0
0.0 33.0 33.0 97.19917 49.95268 149.23783 272.0
0.0 33.0 0.0 55.13537 48.89002 141.98354 272.0
0.0 36.0 36.0 51.18115 19.51867 119.72927 463.0
0.0 36.0 0.0 55.13537 48.89002 141.98354 463.0
0.0 37.0 37.0 80.28329 11.06141 113.82206 78.0
0.0 37.0 0.0 55.13537 48.89002 141.98354 78.0
0.0 38.0 38.0 88.71242 68.41753 152.6139 418.0
0.0 38.0 0.0 55.13537 48.89002 141.98354 418.0
0.0 41.0 41.0 59.85648 126.05692 122.51112 3.0
0.0 41.0 0.0 55.13537 48.89002 141.98354 3.0
0.0 42.0 42.0 56.64864 85.24699 144.96167 916.0
0.0 42.0 0.0 55.13537 48.89002 141.98354 916.0
0.0 44.0 44.0 70.28042 22.73502 131.36507 582.0
0.0 44.0 0.0 55.13537 48.89002 141.98354 582.0
1.0 1.0 1.0 66.25204 89.24971 7.4792 11114.0
1.0 1.0 1.0 66.25204 89.24971 7.4792 11114.0
1.0 5.0 5.0 36.15045 130.02453 82.26208 21.0
1.0 5.0 1.0 66.25204 89.24971 7.4792 21.0
1.0 6.0 6.0 5.48488 84.83421 74.4378 1.0
1.0 6.0 1.0 66.25204 89.24971 7.4792 1.0
1.0 8.0 8.0 108.21844 85.93723 38.70109 1647.0
1.0 8.0 1.0 66.25204 89.24971 7.4792 1647.0
1.0 11.0 11.0 48.55098 14.09008 56.55331 19.0
1.0 11.0 1.0 66.25204 89.24971 7.4792 19.0
1.0 14.0 14.0 128.36077 116.04346 40.31933 53.0
1.0 14.0 1.0 66.25204 89.24971 7.4792 53.0
1.0 19.0 19.0 66.42657 15.78127 45.42109 23.0
1.0 19.0 1.0 66.25204 89.24971 7.4792 23.0
1.0 20.0 20.0 85.07406 53.70458 22.31897 2172.0
1.0 20.0 1.0 66.25204 89.24971 7.4792 2172.0
1.0 21.0 21.0 28.27561 78.11547 19.30561 1344.0
1.0 21.0 1.0 66.25204 89.24971 7.4792 1344.0
1.0 30.0 30.0 88.45974 139.93044 62.76827 347.0
1.0 30.0 1.0 66.25204 89.24971 7.4792 347.0
1.0 31.0 31.0 121.55033 38.9358 36.0418 1.0
1.0 31.0 1.0 66.25204 89.24971 7.4792 1.0
1.0 39.0 39.0 21.80457 50.14866 32.79431 274.0
1.0 39.0 1.0 66.25204 89.24971 7.4792 274.0
1.0 40.0 40.0 83.27638 23.49971 42.438 14.0
1.0 40.0 1.0 66.25204 89.24971 7.4792 14.0
1.0 45.0 45.0 35.05063 116.36762 28.62595 1817.0
1.0 45.0 1.0 66.25204 89.24971 7.4792 1817.0
1.0 46.0 46.0 114.55883 130.25484 52.75792 147.0
1.0 46.0 1.0 66.25204 89.24971 7.4792 147.0
2.0 0.0 0.0 55.13537 48.89002 141.98354 14.0
2.0 0.0 2.0 27.39646 25.33193 87.71698 14.0
2.0 2.0 2.0 27.39646 25.33193 87.71698 6608.0
2.0 2.0 2.0 27.39646 25.33193 87.71698 6608.0
2.0 3.0 3.0 83.25129 3.83721 88.04464 350.0
2.0 3.0 2.0 27.39646 25.33193 87.71698 350.0
2.0 6.0 6.0 5.48488 84.83421 74.4378 442.0
2.0 6.0 2.0 27.39646 25.33193 87.71698 442.0
