TargetArea SourceArea Area AvgPosX AvgPosY AvgPosZ SumWeights
0.0 0.0 0.0 55.11405 48.91573 141.98678 3926.0
0.0 0.0 0.0 55.11405 48.91573 141.98678 3926.0
0.0 2.0 2.0 27.37239 25.35189 87.68702 13.0
0.0 2.0 0.0 55.11405 48.91573 141.98678 13.0
0.0 4.0 4.0 72.08569 108.39564 139.67027 15.0
0.0 4.0 0.0 55.11405 48.91573 141.98678 15.0
0.0 5.0 5.0 36.15481 130.03278 82.2235 1.0
0.0 5.0 0.0 55.11405 48.91573 141.98678 1.0
0.0 16.0 16.0 37.08873 39.09604 124.69647 1457.0
0.0 16.0 0.0 55.11405 48.91573 141.98678 1457.0
0.0 22.0 22.0 25.08086 80.0675 119.44098 550.0
0.0 22.0 0.0 55.11405 48.91573 141.98678 550.0
0.0 24.0 24.0 107.83956 87.21801 149.15318 14.0
0.0 24.0 0.0 55.11405 48.91573 141.98678 14.0
0.0 27.0 27.0 18.70907 45.36675 103.72657 27.0
0.0 27.0 0.0 55.11405 48.91573 141.98678 27.0
0.0 28.0 28.0 84.29825 38.95077 143.14774 1129.0
0.0 28.0 0.0 55.11405 48.91573 141.98678 1129.0
0.0 33.0 33.0 97.15969 49.95687 149.23744 270.0
0.0 33.0 0.0 55.11405 48.91573 141.98678 270.0
0.0 36.0 36.0 51.16812 19.48027 119.67918 460.0
0.0 36.0 0.0 55.11405 48.91573 141.98678 460.0
0.0 37.0 37.0 80.19073 11.04271 113.77849 76.0
0.0 37.0 0.0 55.11405 48.91573 141.98678 76.0
0.0 38.0 38.0 88.64175 68.42226 152.61544 415.0
0.0 38.0 0.0 55.11405 48.91573 141.98678 415.0
0.0 41.0 41.0 59.77961 126.03803 122.49326 2.0
0.0 41.0 0.0 55.11405 48.91573 141.98678 2.0
0.0 42.0 42.0 56.60974 85.23996 144.94691 921.0
0.0 42.0 0.0 55.11405 48.91573 141.98678 921.0
0.0 44.0 44.0 70.24283 22.7276 131.35098 582.0
0.0 44.0 0.0 55.11405 48.91573 141.98678 582.0
1.0 1.0 1.0 66.24523 89.23283 7.46992 11360.0
1.0 1.0 1.0 66.24523 89.23283 7.46992 11360.0
1.0 5.0 5.0 36.15481 130.03278 82.2235 20.0
1.0 5.0 1.0 66.24523 89.23283 7.46992 20.0
1.0 6.0 6.0 5.47599 84.80638 74.39895 1.0
1.0 6.0 1.0 66.24523 89.23283 7.46992 1.0
1.0 8.0 8.0 108.12324 86.00832 38.65451 1671.0
