Step,Activity,Dampening,CurrentCalcium,TargetCalcium,SynapticInput,BackgroundInput,GrownAxons,ConnectedAxons,GrownDendrites,ConnectedDendrites
1,-61.6165,-12.2818,0.0047,0.6941,0.09,3.9225,14.09,14.09,14.2775,14.2775
2,-62.2351,-12.2862,0.0116,0.6941,0.075,4.055,14.09,14.09,14.2775,14.2775
3,-62.313,-12.3143,0.0183,0.6941,0.13125,4.085,14.09,14.09,14.2775,14.2775
4,-62.5809,-12.2425,0.0251,0.6941,0.19125,3.9925,14.09,14.09,14.2775,14.2775
5,-63.3393,-12.2802,0.0318,0.6941,0.0525,3.9475,14.09,14.09,14.2775,14.2775
6,-63.2885,-12.1732,0.0386,0.6941,0.12,4.0325,14.09,14.09,14.2775,14.2775
7,-63.695,-12.175,0.0452,0.6941,0.075,3.9525,14.09,14.09,14.2775,14.2775
8,-63.6198,-12.1895,0.0517,0.6941,0.09375,4.005,14.09,14.09,14.2775,14.2775
9,-64.2124,-12.1429,0.0581,0.6941,0.08625,4.02,14.09,14.09,14.2775,14.2775
10,-64.3139,-12.0735,0.0646,0.6941,0.07875,3.95,14.09,14.09,14.2775,14.2775
11,-64.7417,-11.923,0.071,0.6941,0.16125,4.0975,14.09,14.09,14.2775,14.2775
12,-64.5261,-11.9625,0.0774,0.6941,0.1125,4.0625,14.09,14.09,14.2775,14.2775
13,-64.3285,-11.8849,0.0837,0.6941,0.12,4.01,14.09,14.09,14.2775,14.2775
14,-64.8574,-11.8237,0.0899,0.6941,0.1425,3.9475,14.09,14.09,14.2775,14.2775
15,-64.9663,-11.7593,0.096,0.6941,0.15375,4.035,14.09,14.09,14.2775,14.2775
16,-64.5974,-11.589,0.1023,0.6941,0.15,4.015,14.09,14.09,14.2775,14.2775
17,-65.2406,-11.4906,0.1084,0.6941,0.25875,3.94,14.09,14.09,14.2775,14.2775
18,-64.7571,-11.3052,0.1143,0.6941,0.315,4.03,14.09,14.09,14.2775,14.2775
19,-65.1382,-11.2841,0.1202,0.6941,0.31125,4.0725,14.09,14.09,14.2775,14.2775
20,-64.5917,-11.1989,0.1261,0.6941,0.5025,3.9425,14.09,14.09,14.2775,14.2775
21,-64.6133,-11.1249,0.132,0.6941,0.3525,3.9975,14.09,14.09,14.2775,14.2775
22,-64.8743,-11.0269,0.1378,0.6941,0.52125,3.985,14.09,14.09,14.2775,14.2775
23,-64.5071,-11.0677,0.1434,0.6941,0.4875,4.0075,14.09,14.09,14.2775,14.2775
24,-64.4354,-10.9152,0.1492,0.6941,0.57375,3.9825,14.09,14.09,14.2775,14.2775
25,-64.0752,-10.886,0.1548,0.6941,0.56625,3.9825,14.09,14.09,14.2775,14.2775
26,-64.3585,-10.8279,0.1603,0.6941,0.345,3.8275,14.09,14.09,14.2775,14.2775
27,-63.9308,-10.7091,0.1657,0.6941,0.6075,4.0275,14.09,14.09,14.2775,14.2775
